Country,Timestamp,Device Category,Key Actions,Page Path,Source,Avg Session Duration,Bounce Rate,Conversions,New Users,Page Views,Returning Users,Unique Page Views,Average time on home page (min),Website,Date,Time,Day
Canada,05-06-2019 05:53,Desktop,Download,/products,organic search,94,55,29,855,717,421,244,3.27,Amazon Music,05-06-2019,05:53:00,Wednesday
India,05-06-2019 06:42,Mobile,Contact Form,/products,direct,49,23,23,612,1742,283,1056,5.72,Amazon Support,05-06-2019,06:42:00,Wednesday
USA,05-06-2019 08:41,Mobile,Sign Up,/blog,direct,166,37,17,150,1088,283,1205,5.37,Amazon.com,05-06-2019,08:41:00,Wednesday
Canada,05-06-2019 08:43,Desktop,Download,/contact,referral,135,57,29,245,466,257,1055,2.55,Amazon Music,05-06-2019,08:43:00,Wednesday
Canada,05-06-2019 10:39,Mobile,Subscribe,/home,organic search,132,47,4,20,222,5,145,3.73,Audible,05-06-2019,10:39:00,Wednesday
Canada,05-06-2019 12:49,Desktop,Sign Up,/contact,social media,124,36,7,819,1770,294,610,5.16,Amazon Music,05-06-2019,12:49:00,Wednesday
India,05-06-2019 15:32,Desktop,Subscribe,/about,direct,70,44,28,187,621,321,1400,4.17,Audible,05-06-2019,15:32:00,Wednesday
Australia,05-06-2019 20:53,Mobile,Contact Form,/blog,paid search,110,69,6,398,967,324,945,5.06,Amazon Help,05-06-2019,20:53:00,Wednesday
UK,05-06-2019 21:24,Mobile,Sign Up,/home,direct,115,69,32,505,1546,182,1197,2,Amazon.com,05-06-2019,21:24:00,Wednesday
Canada,06-06-2019 04:06,Mobile,Purchase,/about,organic search,111,37,8,846,405,453,1111,0.98,amazon.com,06-06-2019,04:06:00,Thursday
USA,07-06-2019 04:16,Mobile,Sign Up,/products,organic search,123,26,48,444,871,242,1292,3.34,Amazon.com,07-06-2019,04:16:00,Friday
Australia,07-06-2019 13:34,Mobile,Contact Form,/blog,referral,61,51,15,718,1389,330,237,1.27,AWS Support,07-06-2019,13:34:00,Friday
Australia,08-06-2019 01:04,Mobile,Download,/home,organic search,149,53,11,663,400,57,1350,2.69,Prime Video,08-06-2019,01:04:00,Saturday
Canada,08-06-2019 04:19,Mobile,Sign Up,/about,paid search,52,51,45,341,633,464,989,4,Amazon Music,08-06-2019,04:19:00,Saturday
Australia,08-06-2019 07:23,Mobile,Sign Up,/blog,direct,103,30,18,340,1210,98,727,4.67,Amazon.com,08-06-2019,07:23:00,Saturday
India,08-06-2019 15:32,Mobile,Subscribe,/home,direct,128,40,31,369,1659,418,1333,1.85,Audible,08-06-2019,15:32:00,Saturday
India,08-06-2019 22:08,Mobile,Subscribe,/blog,referral,133,29,20,366,1689,493,858,2.03,Audible,08-06-2019,22:08:00,Saturday
UK,09-06-2019 01:39,Mobile,Purchase,/about,referral,88,41,27,590,1426,67,281,4.63,amazon.com,09-06-2019,01:39:00,Sunday
India,09-06-2019 03:50,Mobile,Download,/products,social media,120,49,9,708,1423,131,710,5.07,Prime Video,09-06-2019,03:50:00,Sunday
Canada,09-06-2019 08:34,Desktop,Sign Up,/home,direct,82,67,49,905,1361,203,1284,5.47,Amazon Prime,09-06-2019,08:34:00,Sunday
Canada,09-06-2019 14:05,Mobile,Purchase,/products,social media,157,29,48,200,1945,53,831,4.96,amazon.com,09-06-2019,14:05:00,Sunday
Canada,09-06-2019 15:07,Mobile,Purchase,/about,paid search,179,28,34,436,1437,355,525,2.56,amazon.com,09-06-2019,15:07:00,Sunday
India,09-06-2019 18:17,Mobile,Download,/home,referral,165,22,4,956,971,6,504,4.58,Prime Video,09-06-2019,18:17:00,Sunday
India,09-06-2019 20:23,Mobile,Purchase,/blog,paid search,53,36,34,158,1228,70,866,5.23,amazon.com,09-06-2019,20:23:00,Sunday
India,10-06-2019 02:48,Desktop,Purchase,/about,paid search,35,40,33,176,1859,377,1305,5.49,amazon.com,10-06-2019,02:48:00,Monday
UK,10-06-2019 06:57,Mobile,Purchase,/contact,paid search,101,35,14,845,579,334,711,2.76,amazon.com,10-06-2019,06:57:00,Monday
Australia,10-06-2019 13:14,Mobile,Sign Up,/home,direct,165,55,46,730,1831,340,1258,4.57,Amazon Music,10-06-2019,13:14:00,Monday
Australia,10-06-2019 19:46,Tablet,Sign Up,/about,organic search,147,68,24,298,1163,266,1300,5.08,Amazon.com,10-06-2019,19:46:00,Monday
Canada,11-06-2019 03:34,Mobile,Subscribe,/products,direct,79,62,24,161,1278,182,1314,4.6,Amazon Web Services (AWS),11-06-2019,03:34:00,Tuesday
UK,12-06-2019 04:09,Desktop,Contact Form,/products,direct,88,38,21,855,1426,116,535,5.76,Amazon Support,12-06-2019,04:09:00,Wednesday
USA,12-06-2019 13:54,Mobile,Purchase,/contact,paid search,32,43,9,805,905,120,559,3.22,amazon.com,12-06-2019,13:54:00,Wednesday
UK,12-06-2019 15:01,Desktop,Contact Form,/products,organic search,158,56,20,478,310,133,852,3.81,Amazon Help,12-06-2019,15:01:00,Wednesday
Australia,12-06-2019 23:32,Mobile,Download,/products,referral,175,59,20,249,492,8,1035,3.07,Prime Video,12-06-2019,23:32:00,Wednesday
Canada,01-07-2019 11:54,Mobile,Sign Up,/home,direct,161,59,8,971,476,282,220,3.54,Amazon.com,01-07-2019,11:54:00,Monday
UK,01-07-2019 13:20,Mobile,Sign Up,/contact,referral,55,49,38,876,207,14,858,4.57,Amazon Music,01-07-2019,13:20:00,Monday
UK,01-07-2019 21:02,Mobile,Contact Form,/about,social media,34,28,43,301,313,92,1251,1.28,Amazon Help,01-07-2019,21:02:00,Monday
India,02-07-2019 01:42,Mobile,Subscribe,/home,direct,79,29,25,844,1901,337,1411,1.36,Audible,02-07-2019,01:42:00,Tuesday
USA,02-07-2019 19:23,Tablet,Purchase,/home,organic search,83,34,42,888,628,367,366,2.96,amazon.com,02-07-2019,19:23:00,Tuesday
India,03-07-2019 05:17,Desktop,Purchase,/contact,social media,49,38,29,234,1836,89,846,4.19,amazon.com,03-07-2019,05:17:00,Wednesday
USA,03-07-2019 22:29,Desktop,Download,/home,direct,40,46,25,904,1404,178,1063,3.5,Amazon Music,03-07-2019,22:29:00,Wednesday
Canada,04-07-2019 19:24,Mobile,Subscribe,/contact,paid search,165,69,35,166,1156,34,562,1.49,Audible,04-07-2019,19:24:00,Thursday
Australia,05-07-2019 00:13,Desktop,Purchase,/about,social media,41,42,39,668,1346,388,318,4.46,amazon.com,05-07-2019,00:13:00,Friday
India,05-07-2019 06:43,Mobile,Download,/home,referral,106,65,28,260,311,30,590,5.55,Prime Video,05-07-2019,06:43:00,Friday
India,05-07-2019 09:28,Mobile,Contact Form,/contact,social media,178,49,43,555,1036,123,306,3.46,AWS Support,05-07-2019,09:28:00,Friday
USA,05-07-2019 14:12,Mobile,Sign Up,/about,organic search,134,36,4,564,434,191,1218,5.23,Amazon Prime,05-07-2019,14:12:00,Friday
Canada,05-07-2019 16:00,Mobile,Subscribe,/home,organic search,52,42,47,453,497,303,566,3.67,Amazon Prime,05-07-2019,16:00:00,Friday
India,06-07-2019 01:49,Mobile,Sign Up,/about,social media,143,45,18,934,1370,277,146,5.24,Amazon Prime,06-07-2019,01:49:00,Saturday
USA,06-07-2019 05:06,Desktop,Contact Form,/contact,direct,119,60,24,703,329,270,681,5.18,Amazon Help,06-07-2019,05:06:00,Saturday
USA,06-07-2019 06:40,Desktop,Subscribe,/contact,paid search,116,53,27,256,1833,327,722,2.36,Amazon Prime,06-07-2019,06:40:00,Saturday
UK,06-07-2019 11:51,Mobile,Subscribe,/blog,paid search,88,30,5,698,1763,445,709,4.57,Audible,06-07-2019,11:51:00,Saturday
India,06-07-2019 14:17,Mobile,Purchase,/contact,paid search,128,34,34,602,1076,232,328,1.33,amazon.com,06-07-2019,14:17:00,Saturday
UK,07-07-2019 00:24,Mobile,Purchase,/home,organic search,132,69,47,716,1000,99,1116,5.29,amazon.com,07-07-2019,00:24:00,Sunday
USA,07-07-2019 02:45,Tablet,Sign Up,/home,referral,70,58,30,732,221,36,1080,4.02,Amazon Prime,07-07-2019,02:45:00,Sunday
Australia,07-07-2019 21:45,Tablet,Purchase,/about,organic search,116,40,36,322,1535,474,728,1.64,amazon.com,07-07-2019,21:45:00,Sunday
USA,07-07-2019 22:47,Mobile,Contact Form,/about,referral,147,25,6,190,529,122,976,2.05,AWS Support,07-07-2019,22:47:00,Sunday
Canada,08-07-2019 19:28,Mobile,Contact Form,/about,direct,120,48,20,73,1996,55,872,2.79,AWS Support,08-07-2019,19:28:00,Monday
USA,08-07-2019 21:02,Mobile,Subscribe,/home,direct,46,68,30,271,1889,417,888,2.7,Amazon Prime,08-07-2019,21:02:00,Monday
USA,09-07-2019 13:13,Desktop,Sign Up,/products,referral,162,53,12,203,294,32,766,4.11,Amazon Prime,09-07-2019,13:13:00,Tuesday
UK,09-07-2019 20:53,Desktop,Download,/contact,paid search,140,64,14,684,1338,234,240,2.8,Prime Video,09-07-2019,20:53:00,Tuesday
Canada,10-07-2019 09:56,Mobile,Subscribe,/home,organic search,104,35,16,835,1061,73,1064,5.38,Audible,10-07-2019,09:56:00,Wednesday
UK,10-07-2019 23:00,Desktop,Sign Up,/home,organic search,103,44,10,176,1883,283,565,2.14,Amazon.com,10-07-2019,23:00:00,Wednesday
UK,10-07-2019 23:08,Desktop,Download,/contact,direct,165,33,14,757,1133,232,392,5.35,Prime Video,10-07-2019,23:08:00,Wednesday
USA,11-07-2019 02:23,Mobile,Contact Form,/blog,social media,85,31,42,511,1113,60,788,2,Amazon Help,11-07-2019,02:23:00,Thursday
India,11-07-2019 06:14,Mobile,Subscribe,/contact,social media,113,24,20,814,1921,85,873,2.05,Amazon Web Services (AWS),11-07-2019,06:14:00,Thursday
UK,11-07-2019 06:28,Mobile,Purchase,/blog,paid search,111,64,15,466,641,430,694,1.28,amazon.com,11-07-2019,06:28:00,Thursday
USA,11-07-2019 06:32,Desktop,Subscribe,/blog,social media,52,50,19,359,672,57,1010,5.86,Amazon Web Services (AWS),11-07-2019,06:32:00,Thursday
USA,11-07-2019 06:42,Desktop,Download,/products,social media,65,54,10,765,1157,252,985,0.86,Amazon Music,11-07-2019,06:42:00,Thursday
USA,12-07-2019 01:56,Mobile,Contact Form,/contact,social media,172,44,0,477,481,81,1060,2.43,Amazon Help,12-07-2019,01:56:00,Friday
Canada,12-07-2019 03:56,Mobile,Sign Up,/about,referral,60,28,47,723,979,293,1231,3.92,Amazon Music,12-07-2019,03:56:00,Friday
Canada,12-07-2019 08:40,Mobile,Purchase,/about,social media,60,60,21,467,1134,284,1137,3.13,amazon.com,12-07-2019,08:40:00,Friday
Canada,12-07-2019 22:05,Tablet,Subscribe,/home,social media,101,64,37,887,1632,478,927,4.48,Audible,12-07-2019,22:05:00,Friday
Canada,12-07-2019 22:15,Desktop,Contact Form,/about,organic search,81,28,48,818,1155,211,888,3.63,AWS Support,12-07-2019,22:15:00,Friday
Canada,01-08-2019 19:26,Mobile,Subscribe,/home,social media,88,39,19,449,1297,84,1248,3.55,Audible,01-08-2019,19:26:00,Thursday
USA,01-08-2019 20:41,Mobile,Subscribe,/about,social media,45,65,14,172,1903,335,1362,3.69,Amazon Prime,01-08-2019,20:41:00,Thursday
UK,02-08-2019 22:06,Mobile,Purchase,/home,social media,112,63,21,232,986,476,800,5.25,amazon.com,02-08-2019,22:06:00,Friday
India,03-08-2019 03:45,Mobile,Contact Form,/about,organic search,51,68,18,903,853,322,88,5.35,AWS Support,03-08-2019,03:45:00,Saturday
UK,04-08-2019 08:15,Tablet,Purchase,/products,social media,148,26,13,559,1863,478,524,1.83,amazon.com,04-08-2019,08:15:00,Sunday
Canada,04-08-2019 16:04,Desktop,Contact Form,/home,social media,34,36,30,505,790,27,436,1.1,AWS Support,04-08-2019,16:04:00,Sunday
Australia,04-08-2019 20:59,Desktop,Purchase,/blog,direct,85,37,23,362,849,292,1382,3.17,amazon.com,04-08-2019,20:59:00,Sunday
UK,05-08-2019 05:16,Mobile,Sign Up,/home,referral,45,21,1,269,914,257,251,4.94,Amazon Prime,05-08-2019,05:16:00,Monday
UK,05-08-2019 11:22,Mobile,Contact Form,/contact,social media,168,68,24,545,710,481,264,5.92,AWS Support,05-08-2019,11:22:00,Monday
USA,05-08-2019 20:46,Mobile,Contact Form,/about,social media,78,35,26,852,1385,159,540,1.23,AWS Support,05-08-2019,20:46:00,Monday
UK,06-08-2019 01:12,Mobile,Sign Up,/blog,direct,67,48,16,998,1326,464,180,5.43,Amazon Prime,06-08-2019,01:12:00,Tuesday
Canada,06-08-2019 09:32,Desktop,Subscribe,/products,direct,34,57,7,931,1128,54,898,5.51,Amazon Web Services (AWS),06-08-2019,09:32:00,Tuesday
Canada,07-08-2019 02:23,Desktop,Purchase,/contact,social media,66,46,41,353,1795,428,497,3.43,amazon.com,07-08-2019,02:23:00,Wednesday
India,07-08-2019 22:13,Desktop,Contact Form,/home,direct,136,67,6,768,972,116,924,2.06,Amazon Help,07-08-2019,22:13:00,Wednesday
USA,08-08-2019 07:57,Mobile,Purchase,/blog,social media,147,22,9,405,1129,304,442,4.8,amazon.com,08-08-2019,07:57:00,Thursday
Australia,08-08-2019 14:49,Desktop,Download,/products,paid search,123,25,18,237,304,75,467,3.02,Prime Video,08-08-2019,14:49:00,Thursday
UK,09-08-2019 13:06,Mobile,Subscribe,/products,social media,35,22,13,759,1635,24,166,1.31,Amazon Prime,09-08-2019,13:06:00,Friday
Canada,09-08-2019 18:59,Mobile,Contact Form,/contact,paid search,37,57,18,661,360,117,454,3.47,AWS Support,09-08-2019,18:59:00,Friday
UK,10-08-2019 09:14,Mobile,Subscribe,/products,paid search,121,42,17,88,250,190,329,5.64,Amazon Web Services (AWS),10-08-2019,09:14:00,Saturday
USA,10-08-2019 11:27,Mobile,Download,/blog,social media,98,42,42,580,1503,425,356,0.85,Prime Video,10-08-2019,11:27:00,Saturday
USA,10-08-2019 21:55,Mobile,Download,/about,organic search,122,63,5,738,905,463,1038,1.5,Amazon Music,10-08-2019,21:55:00,Saturday
UK,11-08-2019 00:17,Mobile,Contact Form,/blog,direct,151,66,10,670,658,125,350,2.56,AWS Support,11-08-2019,00:17:00,Sunday
India,11-08-2019 15:51,Mobile,Purchase,/contact,direct,114,61,37,287,779,216,1314,2.53,amazon.com,11-08-2019,15:51:00,Sunday
UK,12-08-2019 03:07,Mobile,Sign Up,/contact,social media,168,35,25,519,1324,192,316,4.48,Amazon Music,12-08-2019,03:07:00,Monday
India,12-08-2019 07:01,Mobile,Contact Form,/contact,referral,176,36,22,715,1873,346,1246,2.8,AWS Support,12-08-2019,07:01:00,Monday
Canada,12-08-2019 13:22,Mobile,Contact Form,/about,social media,54,67,26,132,438,169,1029,4.55,AWS Support,12-08-2019,13:22:00,Monday
USA,01-09-2019 08:40,Desktop,Purchase,/blog,direct,47,69,16,790,1136,8,1055,1.77,amazon.com,01-09-2019,08:40:00,Sunday
India,01-09-2019 13:52,Mobile,Subscribe,/blog,paid search,51,36,20,163,1639,145,623,2,Amazon Web Services (AWS),01-09-2019,13:52:00,Sunday
India,01-09-2019 16:45,Mobile,Purchase,/products,referral,33,61,33,572,1459,385,520,2.11,amazon.com,01-09-2019,16:45:00,Sunday
India,01-09-2019 17:30,Mobile,Download,/contact,organic search,61,22,32,613,1026,407,907,4.02,Prime Video,01-09-2019,17:30:00,Sunday
USA,01-09-2019 17:35,Desktop,Purchase,/products,direct,99,36,4,556,1870,130,251,5.82,amazon.com,01-09-2019,17:35:00,Sunday
Australia,01-09-2019 20:24,Mobile,Sign Up,/home,referral,137,50,39,29,1653,388,369,2.22,Amazon Music,01-09-2019,20:24:00,Sunday
Canada,02-09-2019 22:41,Desktop,Purchase,/products,referral,157,68,21,153,1354,296,1391,2.02,amazon.com,02-09-2019,22:41:00,Monday
Canada,04-09-2019 00:38,Desktop,Subscribe,/about,social media,161,21,23,30,707,319,123,3.54,Amazon Web Services (AWS),04-09-2019,00:38:00,Wednesday
Australia,04-09-2019 02:32,Desktop,Contact Form,/products,paid search,167,62,38,269,371,371,1340,4.19,Amazon Help,04-09-2019,02:32:00,Wednesday
UK,04-09-2019 16:16,Desktop,Contact Form,/blog,social media,40,45,15,481,542,375,1128,2.78,Amazon Help,04-09-2019,16:16:00,Wednesday
UK,05-09-2019 05:36,Mobile,Download,/blog,referral,75,24,6,746,1328,26,688,2.27,Amazon Music,05-09-2019,05:36:00,Thursday
India,05-09-2019 10:29,Mobile,Subscribe,/blog,referral,135,69,5,157,344,75,783,5.98,Amazon Web Services (AWS),05-09-2019,10:29:00,Thursday
Canada,05-09-2019 18:37,Mobile,Sign Up,/about,paid search,126,48,46,469,555,218,427,5.34,Amazon Prime,05-09-2019,18:37:00,Thursday
Australia,05-09-2019 21:19,Tablet,Sign Up,/home,social media,118,54,7,728,334,329,866,2.58,Amazon Prime,05-09-2019,21:19:00,Thursday
USA,06-09-2019 07:04,Mobile,Contact Form,/about,social media,77,38,7,543,1346,232,365,5.08,Amazon Support,06-09-2019,07:04:00,Friday
UK,06-09-2019 16:51,Mobile,Contact Form,/products,paid search,160,64,47,718,465,428,1115,3.85,Amazon Support,06-09-2019,16:51:00,Friday
Canada,07-09-2019 10:44,Mobile,Sign Up,/products,social media,67,39,18,393,236,296,1071,5.36,Amazon.com,07-09-2019,10:44:00,Saturday
Canada,07-09-2019 18:35,Desktop,Sign Up,/home,social media,48,64,1,642,414,140,486,1.31,Amazon.com,07-09-2019,18:35:00,Saturday
Australia,08-09-2019 10:39,Mobile,Sign Up,/home,organic search,127,35,30,116,351,451,1492,2.59,Amazon Prime,08-09-2019,10:39:00,Sunday
Canada,08-09-2019 22:17,Mobile,Subscribe,/about,direct,106,64,27,37,275,133,323,2.11,Amazon Prime,08-09-2019,22:17:00,Sunday
Canada,08-09-2019 23:21,Mobile,Subscribe,/home,referral,36,46,45,360,1488,41,932,1.09,Amazon Prime,08-09-2019,23:21:00,Sunday
USA,09-09-2019 01:20,Mobile,Subscribe,/blog,social media,96,69,24,182,1391,414,1224,2.87,Audible,09-09-2019,01:20:00,Monday
UK,09-09-2019 16:50,Desktop,Sign Up,/about,organic search,93,62,6,819,396,443,1354,3.59,Amazon.com,09-09-2019,16:50:00,Monday
India,09-09-2019 18:08,Desktop,Download,/contact,referral,163,43,8,179,681,321,229,3.43,Prime Video,09-09-2019,18:08:00,Monday
UK,09-09-2019 21:57,Desktop,Subscribe,/about,organic search,37,59,28,206,1283,148,444,3.51,Amazon Prime,09-09-2019,21:57:00,Monday
India,10-09-2019 05:02,Mobile,Sign Up,/home,referral,128,24,44,395,1425,464,303,5.25,Amazon Prime,10-09-2019,05:02:00,Tuesday
UK,10-09-2019 13:40,Desktop,Sign Up,/contact,referral,113,48,6,317,1176,184,1397,0.9,Amazon Music,10-09-2019,13:40:00,Tuesday
India,10-09-2019 16:42,Mobile,Contact Form,/contact,referral,148,33,20,606,1109,462,1066,3.42,AWS Support,10-09-2019,16:42:00,Tuesday
USA,10-09-2019 16:56,Desktop,Purchase,/home,organic search,105,54,6,737,485,438,862,1.08,amazon.com,10-09-2019,16:56:00,Tuesday
USA,10-09-2019 21:34,Mobile,Download,/home,organic search,130,34,20,288,185,255,266,4.91,Amazon Music,10-09-2019,21:34:00,Tuesday
India,12-09-2019 05:42,Mobile,Subscribe,/blog,social media,52,60,32,793,1804,406,462,3.01,Amazon Prime,12-09-2019,05:42:00,Thursday
UK,12-09-2019 06:00,Mobile,Contact Form,/contact,referral,169,38,22,209,1437,198,882,0.94,Amazon Help,12-09-2019,06:00:00,Thursday
USA,12-09-2019 16:06,Mobile,Sign Up,/about,organic search,146,44,29,164,911,203,669,5.07,Amazon.com,12-09-2019,16:06:00,Thursday
India,12-09-2019 16:24,Mobile,Sign Up,/contact,direct,70,36,46,68,807,435,65,5.64,Amazon Music,12-09-2019,16:24:00,Thursday
Canada,12-09-2019 17:39,Mobile,Contact Form,/blog,direct,96,25,9,411,1727,484,53,3.15,Amazon Help,12-09-2019,17:39:00,Thursday
Australia,12-09-2019 21:43,Mobile,Sign Up,/about,social media,45,50,5,771,689,288,899,3.63,Amazon.com,12-09-2019,21:43:00,Thursday
India,01-10-2019 01:38,Mobile,Download,/blog,referral,34,46,6,386,1465,372,1124,2.71,Amazon Music,01-10-2019,01:38:00,Tuesday
India,01-10-2019 06:08,Mobile,Sign Up,/products,direct,41,58,7,233,1667,264,759,2.95,Amazon Music,01-10-2019,06:08:00,Tuesday
UK,01-10-2019 09:07,Mobile,Contact Form,/home,paid search,161,57,39,619,1972,102,1481,4.53,Amazon Support,01-10-2019,09:07:00,Tuesday
USA,01-10-2019 11:18,Tablet,Subscribe,/blog,referral,170,49,10,365,854,244,100,1.87,Amazon Prime,01-10-2019,11:18:00,Tuesday
Australia,01-10-2019 22:40,Tablet,Subscribe,/about,social media,52,67,42,71,1320,137,1393,5,Amazon Prime,01-10-2019,22:40:00,Tuesday
UK,02-10-2019 01:56,Mobile,Purchase,/contact,organic search,89,26,16,343,1830,33,973,2.63,amazon.com,02-10-2019,01:56:00,Wednesday
India,02-10-2019 17:03,Mobile,Download,/blog,referral,56,40,34,19,1410,323,1008,2.52,Amazon Music,02-10-2019,17:03:00,Wednesday
Canada,03-10-2019 04:06,Mobile,Purchase,/products,paid search,152,38,24,474,1708,117,673,2.02,amazon.com,03-10-2019,04:06:00,Thursday
USA,03-10-2019 05:33,Tablet,Subscribe,/contact,direct,81,21,15,220,1829,251,139,4.73,Amazon Web Services (AWS),03-10-2019,05:33:00,Thursday
UK,03-10-2019 09:17,Desktop,Download,/contact,referral,173,37,6,575,851,475,128,5.33,Prime Video,03-10-2019,09:17:00,Thursday
USA,03-10-2019 13:49,Mobile,Download,/blog,paid search,63,40,0,518,1000,399,1452,5.19,Prime Video,03-10-2019,13:49:00,Thursday
UK,03-10-2019 17:04,Desktop,Download,/blog,organic search,145,54,5,950,426,324,147,3.21,Prime Video,03-10-2019,17:04:00,Thursday
USA,03-10-2019 22:12,Mobile,Purchase,/products,organic search,152,59,44,424,702,336,926,3.56,amazon.com,03-10-2019,22:12:00,Thursday
India,03-10-2019 23:11,Desktop,Subscribe,/contact,organic search,33,43,22,179,496,434,317,2.8,Amazon Prime,03-10-2019,23:11:00,Thursday
USA,04-10-2019 00:27,Mobile,Download,/about,organic search,167,26,26,874,593,48,932,3.63,Prime Video,04-10-2019,00:27:00,Friday
USA,04-10-2019 11:45,Desktop,Contact Form,/products,paid search,120,46,45,681,1741,241,422,5.81,Amazon Support,04-10-2019,11:45:00,Friday
UK,04-10-2019 12:44,Mobile,Subscribe,/blog,referral,146,58,27,788,1635,230,1499,4.64,Amazon Prime,04-10-2019,12:44:00,Friday
Canada,04-10-2019 19:12,Mobile,Download,/products,paid search,87,64,29,424,196,17,1259,5.75,Amazon Music,04-10-2019,19:12:00,Friday
USA,05-10-2019 00:29,Desktop,Download,/contact,referral,108,42,29,968,856,215,785,5.35,Prime Video,05-10-2019,00:29:00,Saturday
India,05-10-2019 06:42,Mobile,Purchase,/contact,direct,95,32,21,689,1022,54,156,1.07,amazon.com,05-10-2019,06:42:00,Saturday
India,05-10-2019 11:08,Mobile,Contact Form,/home,referral,79,56,40,99,163,26,824,2.96,Amazon Help,05-10-2019,11:08:00,Saturday
Australia,05-10-2019 14:29,Tablet,Subscribe,/about,social media,38,57,15,897,1120,340,448,1.87,Amazon Prime,05-10-2019,14:29:00,Saturday
USA,05-10-2019 17:11,Mobile,Contact Form,/products,organic search,113,31,22,658,1088,403,1129,2.94,Amazon Help,05-10-2019,17:11:00,Saturday
Australia,05-10-2019 22:34,Mobile,Subscribe,/blog,direct,145,51,19,674,1626,34,1167,3.61,Amazon Prime,05-10-2019,22:34:00,Saturday
